Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,638,2,0,319,0,0
J5,772,7,2,426,0,0
J22,978,1,9,549,0,0
J42,746,2,42,562,0,0
J19,816,6,95,607,0,0
J9,706,8,134,622,0,0
J10,790,5,139,721,0,0
J44,750,9,173,802,52,1
J7,850,3,203,807,0,0
J33,842,5,259,829,0,0
J29,836,7,296,902,66,1
J46,844,5,391,1000,156,1
J39,972,2,444,1051,79,1
J8,936,7,504,1083,147,1
J18,872,8,597,1101,229,1
J40,1042,4,612,1219,177,1
J31,956,9,665,1293,337,1
J23,1060,10,667,1392,332,1
J13,846,8,691,1415,569,1
J48,1006,4,716,1443,437,1
J27,926,10,767,1461,535,1
J34,964,3,865,1562,598,1
J16,1042,5,938,1615,573,1
J28,980,3,1007,1683,703,1
J11,1144,4,1056,1747,603,1
J37,896,9,1128,1778,882,1
J17,974,2,1161,1806,832,1
J45,932,10,1179,1834,902,1
J35,1204,7,1193,2007,803,1
J32,1150,3,1284,2100,950,1
J38,1148,7,1339,2132,984,1
J1,1140,7,1417,2213,1073,1
J2,1186,4,1466,2299,1113,1
J49,1056,7,1476,2302,1246,1
J4,1204,5,1501,2411,1207,1
J12,1226,8,1586,2485,1259,1
J25,1050,9,1664,2497,1447,1
J24,986,6,1683,2517,1531,1
J3,942,8,1702,2564,1622,1
J50,1016,8,1732,2585,1569,1
J41,1122,9,1782,2711,1589,1
J30,1052,4,1820,2738,1686,1
J36,1048,5,1891,2824,1776,1
J21,1116,5,1949,2967,1851,1
J43,1326,10,2004,2997,1671,1
J15,1340,6,2094,3088,1748,1
J26,1224,1,2167,3151,1927,1
J6,1062,10,2264,3203,2141,1
J14,1216,3,2287,3361,2145,1
J47,1632,2,2318,3482,1850,1

TT,TWT,T_max,NT,,,
41397,250980,2145,41,,,
