Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J49,768,7,0,384,0,0
J44,926,9,14,504,0,0
J38,812,7,18,538,0,0
J21,670,5,51,585,0,0
J15,734,6,81,663,0,0
J41,724,9,151,708,0,0
J14,722,3,188,738,16,1
J19,656,6,266,777,121,1
J27,818,10,293,850,32,1
J37,818,9,298,853,35,1
J4,844,5,392,940,96,1
J9,914,8,483,981,67,1
J45,836,10,525,997,161,1
J12,882,8,575,1104,222,1
J23,906,10,663,1145,239,1
J2,812,4,726,1168,356,1
J29,962,7,803,1284,322,1
J6,1104,10,852,1461,357,1
J3,1232,8,862,1560,328,1
J43,1078,10,935,1613,535,1
J31,1352,9,974,1684,332,1
J25,1500,9,1053,1819,319,1
J13,998,8,1126,1882,884,1
J50,1124,8,1217,1886,762,1
J10,792,5,1301,1945,1153,1
J28,936,3,1322,2019,1083,1
J24,1026,6,1404,2084,1058,1
J8,908,7,1465,2137,1229,1
J1,1222,7,1535,2250,1028,1
J16,1212,5,1553,2322,1110,1
J5,1230,7,1606,2382,1152,1
J18,1250,8,1702,2434,1184,1
J34,1018,3,1798,2470,1452,1
J11,1204,4,1845,2567,1363,1
J35,1554,7,1856,2659,1105,1
J40,938,4,1947,2687,1749,1
J33,1016,5,1959,2698,1682,1
J46,1186,5,2016,2800,1614,1
J30,1030,4,2106,2853,1823,1
J36,1152,5,2117,2920,1768,1
J17,1022,2,2209,3007,1985,1
J39,886,2,2260,3036,2150,1
J42,956,2,2312,3102,2146,1
J7,1102,3,2359,3231,2129,1
J32,1218,3,2417,3307,2089,1
J48,1154,4,2495,3378,2224,1
J47,1092,2,2541,3471,2379,1
J20,1226,2,2599,3570,2344,1
J26,1232,1,2646,3629,2397,1
J22,1138,1,2726,3711,2573,1

TT,TWT,T_max,NT,,,
49153,202376,2573,44,,,
