Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,724,8,0,362,0,0
J38,848,7,10,458,0,0
J5,810,7,67,531,0,0
J24,794,6,98,611,0,0
J45,686,10,124,623,0,0
J28,838,3,142,695,0,0
J23,740,10,180,708,0,0
J15,840,6,234,770,0,0
J11,880,4,304,848,0,0
J44,820,9,328,873,53,1
J35,886,7,362,902,16,1
J6,1152,10,436,1024,0,0
J41,862,9,488,1048,186,1
J31,880,9,515,1103,223,1
J37,892,9,579,1154,262,1
J27,972,10,658,1242,270,1
J49,1006,7,717,1279,273,1
J12,898,8,745,1280,382,1
J19,922,6,813,1367,445,1
J33,952,5,910,1414,462,1
J25,1056,9,957,1533,477,1
J40,888,4,997,1616,728,1
J43,1136,10,1043,1653,517,1
J50,1124,8,1105,1725,601,1
J9,1050,8,1183,1851,801,1
J34,944,3,1211,1896,952,1
J21,984,5,1273,1955,971,1
J1,1138,7,1337,2029,891,1
J29,1286,7,1402,2152,866,1
J18,1142,8,1442,2158,1016,1
J2,1288,4,1527,2284,996,1
J48,1288,4,1531,2332,1044,1
J13,1280,8,1557,2390,1110,1
J10,1040,5,1651,2487,1447,1
J4,1096,5,1696,2488,1392,1
J39,970,2,1783,2590,1620,1
J8,1170,7,1791,2598,1428,1
J32,940,3,1880,2694,1754,1
J30,1252,4,1964,2785,1533,1
J46,1300,5,2053,2870,1570,1
J42,874,2,2116,2928,2054,1
J20,962,2,2144,2933,1971,1
J14,1210,3,2209,3062,1852,1
J36,1376,5,2280,3123,1747,1
J16,930,5,2318,3132,2202,1
J7,904,3,2320,3133,2229,1
J17,1004,2,2355,3221,2217,1
J47,1044,2,2438,3279,2235,1
J26,910,1,2512,3375,2465,1
J22,1192,1,2587,3445,2253,1

TT,TWT,T_max,NT,,,
45511,188379,2465,40,,,
