Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J18,860,8,0,430,0,0
J42,672,2,13,496,0,0
J44,754,9,15,534,0,0
J33,860,5,53,616,0,0
J20,928,2,106,710,0,0
J49,934,7,125,749,0,0
J30,806,4,157,761,0,0
J24,788,6,230,786,0,0
J21,998,5,274,866,0,0
J7,944,3,372,908,0,0
J12,984,8,416,982,0,0
J16,1118,5,465,1087,0,0
J40,1258,4,512,1230,0,0
J9,1332,8,575,1328,0,0
J15,1332,6,660,1461,129,1
J50,1150,8,679,1488,338,1
J6,984,10,769,1534,550,1
J14,994,3,779,1649,655,1
J36,1014,5,840,1742,728,1
J31,962,9,848,1780,818,1
J46,1138,5,933,1861,723,1
J25,974,9,1009,1873,899,1
J3,1140,8,1016,1990,850,1
J4,1114,5,1095,2111,997,1
J29,1008,7,1140,2170,1162,1
J34,946,3,1152,2180,1234,1
J38,1140,7,1168,2319,1179,1
J2,1056,4,1210,2377,1321,1
J10,1020,5,1262,2427,1407,1
J19,936,6,1337,2438,1502,1
J43,1026,10,1348,2538,1512,1
J27,630,10,1392,2572,1942,1
J37,834,9,1411,2629,1795,1
J45,1130,10,1437,2640,1510,1
J39,830,2,1461,2650,1820,1
J26,916,1,1519,2673,1757,1
J1,866,7,1592,2697,1831,1
J48,890,4,1638,2718,1828,1
J28,1096,3,1699,2805,1709,1
J22,910,1,1768,2837,1927,1
J23,1304,10,1770,2877,1573,1
J17,1194,2,1855,2993,1799,1
J41,976,9,1939,3055,2079,1
J5,1292,7,1946,3096,1804,1
J11,1222,4,2043,3189,1967,1
J32,924,3,2109,3273,2349,1
J13,1050,8,2132,3337,2287,1
J35,970,7,2227,3348,2378,1
J8,952,7,2315,3371,2419,1
J47,1044,2,2339,3422,2378,1

TT,TWT,T_max,NT,,,
53156,307444,2419,36,,,
