Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J35,782,7,0,391,0,0
J1,758,7,1,432,0,0
J23,840,10,13,582,0,0
J11,844,4,25,639,0,0
J42,698,2,101,669,0,0
J3,722,8,126,696,0,0
J22,726,1,144,714,0,0
J24,738,6,155,736,0,0
J10,846,5,175,828,0,0
J38,896,7,208,895,0,0
J45,968,10,230,940,0,0
J15,990,6,299,978,0,0
J43,1038,10,363,1016,0,0
J36,1210,5,406,1199,0,0
J8,1334,7,498,1323,0,0
J37,1100,9,580,1383,283,1
J25,988,9,646,1413,425,1
J20,1174,2,707,1525,351,1
J12,1110,8,763,1643,533,1
J40,1012,4,782,1674,662,1
J26,926,1,841,1752,826,1
J21,1234,5,913,1844,610,1
J14,882,3,953,1919,1037,1
J48,634,4,1046,1925,1291,1
J46,742,5,1122,1957,1215,1
J47,912,2,1149,1988,1076,1
J49,828,7,1182,2083,1255,1
J17,938,2,1194,2127,1189,1
J5,992,7,1254,2131,1139,1
J33,828,5,1296,2227,1399,1
J29,1114,7,1314,2321,1207,1
J31,956,9,1399,2378,1422,1
J28,834,3,1466,2464,1630,1
J7,810,3,1528,2480,1670,1
J44,880,9,1541,2494,1614,1
J9,952,8,1592,2579,1627,1
J18,978,8,1627,2589,1611,1
J30,1004,4,1635,2634,1630,1
J6,1132,10,1702,2707,1575,1
J41,1096,9,1778,2773,1677,1
J27,1018,10,1857,2779,1761,1
J32,1038,3,1909,2859,1821,1
J34,1120,3,1977,2953,1833,1
J13,1014,8,1987,3002,1988,1
J2,1062,4,2081,3013,1951,1
J50,852,8,2153,3108,2256,1
J19,1232,6,2172,3186,1954,1
J4,1168,5,2238,3257,2089,1
J16,1282,5,2323,3321,2039,1
J39,1240,2,2405,3370,2130,1

TT,TWT,T_max,NT,,,
48776,276387,2256,35,,,
