Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J6,624,10,0,312,0,0
J10,836,5,17,457,0,0
J25,632,9,64,467,0,0
J31,806,9,66,553,0,0
J1,770,7,111,620,0,0
J36,866,5,127,642,0,0
J33,716,5,179,712,0,0
J11,1064,4,195,826,0,0
J35,1056,7,219,924,0,0
J48,818,4,260,990,172,1
J50,664,8,273,1019,355,1
J34,770,3,331,1071,301,1
J46,1026,5,427,1126,100,1
J38,1354,7,461,1188,0,0
J40,1122,4,500,1270,148,1
J15,1068,6,535,1307,239,1
J8,1036,7,610,1384,348,1
J42,792,2,626,1406,614,1
J5,1314,7,668,1566,252,1
J17,1282,2,725,1663,381,1
J13,1138,8,799,1681,543,1
J20,1030,2,801,1720,690,1
J30,836,4,845,1765,929,1
J49,1156,7,902,1862,706,1
J2,960,4,935,1961,1001,1
J23,848,10,1025,1978,1130,1
J12,874,8,1047,1993,1119,1
J39,900,2,1086,2016,1116,1
J45,920,10,1160,2056,1136,1
J24,1322,6,1207,2166,844,1
J43,934,10,1283,2204,1270,1
J9,990,8,1365,2232,1242,1
J14,1186,3,1459,2329,1143,1
J44,920,9,1464,2352,1432,1
J7,1042,3,1507,2384,1342,1
J21,966,5,1536,2432,1466,1
J29,978,7,1599,2468,1490,1
J3,1080,8,1676,2527,1447,1
J26,1062,1,1739,2561,1499,1
J32,1020,3,1750,2569,1549,1
J27,1078,10,1808,2690,1612,1
J4,1240,5,1879,2758,1518,1
J16,1154,5,1952,2852,1698,1
J22,1100,1,1959,2861,1761,1
J18,1166,8,1997,2934,1768,1
J28,1200,3,2093,2984,1784,1
J19,1226,6,2187,3044,1818,1
J41,1258,9,2281,3076,1818,1
J37,1258,9,2333,3131,1873,1
J47,1324,2,2390,3243,1919,1

TT,TWT,T_max,NT,,,
43573,250324,1919,40,,,
