Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,470,7,0,235,0,0
J14,310,3,9,257,0,0
J10,230,5,39,265,35,1
J16,374,5,42,316,0,0
J1,332,7,57,361,29,1
J18,444,8,72,412,0,0
J15,432,6,127,498,66,1
J12,540,8,136,539,0,0
J19,500,6,190,607,107,1
J17,496,2,240,687,191,1
J9,476,8,328,720,244,1
J8,688,7,370,821,133,1
J6,860,10,404,922,62,1
J3,636,8,495,981,345,1
J7,488,3,559,1020,532,1
J13,472,8,586,1065,593,1
J4,536,5,613,1136,600,1
J2,472,4,661,1209,737,1
J11,564,4,725,1295,731,1
J20,576,2,736,1389,813,1

TT,TWT,T_max,NT
5218,24899,813,15

Metric,Value
Objective optimized,TWT
Runtime (s),0.36852073669433594
Iterations,5
k,4
Seed,42
