Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J16,438,5,0,219,0,0
J14,432,3,5,318,0,0
J15,276,6,29,325,49,1
J6,452,10,67,358,0,0
J13,304,8,146,400,96,1
J3,380,8,222,484,104,1
J4,322,5,231,530,208,1
J19,412,6,288,560,148,1
J20,542,2,310,635,93,1
J5,632,7,337,657,25,1
J8,426,7,366,701,275,1
J11,446,4,439,734,288,1
J10,356,5,464,805,449,1
J1,448,7,550,888,440,1
J2,322,4,627,901,579,1
J18,584,8,721,1015,431,1
J9,524,8,750,1048,524,1
J17,506,2,815,1100,594,1
J7,688,3,906,1254,566,1
J12,720,8,961,1367,647,1

TT,TWT,T_max,NT
5516,30603,647,17

Metric,Value
Objective optimized,T_max
Runtime (s),0.35443115234375
Iterations,5
k,4
Seed,42
