Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,294,3,0,147,0,0
J2,168,4,5,160,0,0
J20,274,2,32,218,0,0
J11,476,4,70,312,0,0
J5,410,7,92,332,0,0
J6,508,10,103,423,0,0
J3,384,8,121,430,46,1
J8,426,7,176,474,48,1
J1,514,7,240,565,51,1
J13,478,8,311,635,157,1
J16,502,5,343,700,198,1
J18,632,8,355,755,123,1
J12,638,8,440,847,209,1
J9,702,8,493,876,174,1
J19,688,6,566,952,264,1
J4,616,5,641,1047,431,1
J15,704,6,731,1096,392,1
J10,644,5,825,1175,531,1
J17,474,2,920,1279,805,1
J7,578,3,961,1324,746,1

TT,TWT,T_max,NT
4175,19949,805,14

Metric,Value
Objective optimized,TWT
Runtime (s),0.3905479907989502
Iterations,5
k,4
Seed,42
