Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,394,8,0,197,0,0
J3,252,8,14,250,0,0
J12,468,8,29,322,0,0
J9,414,8,120,391,0,0
J8,442,7,147,432,0,0
J15,450,6,185,479,29,1
J1,546,7,197,545,0,0
J19,538,6,251,613,75,1
J16,530,5,319,700,170,1
J6,554,10,396,735,181,1
J2,578,4,432,791,213,1
J14,470,3,515,840,370,1
J4,676,5,544,925,249,1
J17,382,2,615,983,601,1
J11,514,4,647,1069,555,1
J5,706,7,723,1122,416,1
J7,556,3,800,1175,619,1
J10,610,5,853,1188,578,1
J20,540,2,940,1223,683,1
J18,686,8,1034,1377,691,1

TT,TWT,T_max,NT
5430,24466,691,14

Metric,Value
Objective optimized,T_max
Runtime (s),0.3975999355316162
Iterations,5
k,4
Seed,42
