Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,210,7,0,105,0,0
J3,236,8,14,161,0,0
J8,358,7,30,211,0,0
J12,348,8,107,317,0,0
J10,380,5,110,378,0,0
J1,396,7,151,433,37,1
J19,468,6,212,466,0,0
J9,524,8,254,536,12,1
J18,496,8,300,589,93,1
J13,558,8,366,698,140,1
J4,582,5,438,782,200,1
J6,682,10,480,833,151,1
J15,554,6,572,924,370,1
J16,692,5,625,988,296,1
J11,618,4,684,1010,392,1
J7,502,3,762,1084,582,1
J2,732,4,829,1195,463,1
J14,632,3,915,1263,631,1
J17,556,2,1010,1328,772,1
J20,412,2,1044,1368,956,1

TT,TWT,T_max,NT
5095,18944,956,14

Metric,Value
Objective optimized,TWT
Runtime (s),0.37097978591918945
Iterations,5
k,4
Seed,42
