Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J11,340,4,0,170,0,0
J7,354,3,2,227,0,0
J16,410,5,39,308,0,0
J5,336,7,53,319,0,0
J19,406,6,71,381,0,0
J4,486,5,107,433,0,0
J20,474,2,201,460,0,0
J14,580,3,266,568,0,0
J15,350,6,347,588,238,1
J9,286,8,380,640,354,1
J12,398,8,436,747,349,1
J1,518,7,475,829,311,1
J2,628,4,502,913,285,1
J13,524,8,594,1003,479,1
J6,632,10,685,1096,464,1
J18,494,8,726,1117,623,1
J3,658,8,748,1179,521,1
J8,664,7,823,1265,601,1
J10,536,5,881,1315,779,1
J17,480,2,901,1366,886,1

TT,TWT,T_max,NT
5890,37867,886,12

Metric,Value
Objective optimized,NT
Runtime (s),0.3960151672363281
Iterations,5
k,4
Seed,42
