Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,236,8,0,118,0,0
J12,348,8,16,205,0,0
J5,210,7,19,227,17,1
J10,380,5,33,288,0,0
J9,524,8,74,350,0,0
J1,396,7,120,405,9,1
J19,468,6,181,438,0,0
J18,496,8,223,491,0,0
J4,582,5,289,580,0,0
J20,412,2,331,596,184,1
J17,556,2,394,676,120,1
J15,554,6,428,767,213,1
J16,692,5,481,831,139,1
J11,618,4,540,866,248,1
J8,358,7,618,916,558,1
J7,502,3,695,959,457,1
J13,558,8,762,1094,536,1
J6,682,10,834,1175,493,1
J14,632,3,926,1242,610,1
J2,732,4,1021,1387,655,1

TT,TWT,T_max,NT,,,
4239,22700,655,13,,,
