Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,470,7,0,235,0,0
J10,230,5,9,243,13,1
J14,310,3,12,265,0,0
J15,432,6,42,337,0,0
J16,374,5,51,375,1,1
J17,496,2,66,455,0,0
J9,476,8,154,488,12,1
J1,332,7,196,533,201,1
J18,444,8,211,557,113,1
J7,488,3,266,596,108,1
J4,536,5,293,659,123,1
J2,472,4,341,732,260,1
J12,540,8,405,773,233,1
J19,500,6,459,810,310,1
J20,576,2,509,923,347,1
J11,564,4,566,1009,445,1
J3,636,8,577,1068,432,1
J8,688,7,641,1143,455,1
J6,860,10,675,1242,382,1
J13,472,8,766,1284,812,1

TT,TWT,T_max,NT,,,
4247,27611,812,16,,,
