Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J4,302,5,0,151,0,0
J2,494,4,4,251,0,0
J10,408,5,40,286,0,0
J1,650,7,47,442,0,0
J16,404,5,84,458,54,1
J12,526,8,133,562,36,1
J3,586,8,197,625,39,1
J15,388,6,198,662,274,1
J17,632,2,287,740,108,1
J7,436,3,289,794,358,1
J8,486,7,321,872,386,1
J9,596,8,388,901,305,1
J14,544,3,461,911,367,1
J5,440,7,521,930,490,1
J18,648,8,585,1039,391,1
J19,572,6,664,1048,476,1
J13,474,8,743,1109,635,1
J20,610,2,841,1200,590,1
J11,600,4,894,1238,638,1
J6,688,10,972,1327,639,1

TT,TWT,T_max,NT,,,
5786,34663,639,16,,,
