Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J9,414,8,0,207,0,0
J15,450,6,27,255,0,0
J3,252,8,39,275,23,1
J17,382,2,54,351,0,0
J14,470,3,86,400,0,0
J8,442,7,115,441,0,0
J19,538,6,153,512,0,0
J13,394,8,221,520,126,1
J16,530,5,235,610,80,1
J6,554,10,312,649,95,1
J7,556,3,348,702,146,1
J1,546,7,401,760,214,1
J2,578,4,455,816,238,1
J4,676,5,538,912,236,1
J10,610,5,609,926,316,1
J20,540,2,696,972,432,1
J12,468,8,790,1044,576,1
J11,514,4,881,1138,624,1
J5,706,7,957,1310,604,1
J18,686,8,1034,1377,691,1

TT,TWT,T_max,NT,,,
4401,25914,691,14,,,
