Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,236,8,0,118,0,0
J5,210,7,16,140,0,0
J12,348,8,30,235,0,0
J10,380,5,33,296,0,0
J17,556,2,74,358,0,0
J8,358,7,108,408,50,1
J19,468,6,185,441,0,0
J9,524,8,227,509,0,0
J7,502,3,273,552,50,1
J1,396,7,340,607,211,1
J4,582,5,401,692,110,1
J20,412,2,443,708,296,1
J18,496,8,506,765,269,1
J15,554,6,572,856,302,1
J13,558,8,625,955,397,1
J16,692,5,697,1043,351,1
J14,632,3,756,1095,463,1
J6,682,10,851,1203,521,1
J11,618,4,943,1252,634,1
J2,732,4,1021,1387,655,1

TT,TWT,T_max,NT,,,
4309,23769,655,13,,,
