Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,210,7,0,105,0,0
J3,236,8,14,161,0,0
J12,348,8,30,248,0,0
J10,380,5,33,309,0,0
J1,396,7,74,364,0,0
J19,468,6,135,397,0,0
J15,554,6,177,488,0,0
J17,556,2,230,553,0,0
J16,692,5,264,646,0,0
J2,732,4,323,718,0,0
J13,558,8,409,859,301,1
J4,582,5,481,943,361,1
J6,682,10,523,994,312,1
J8,358,7,615,1044,686,1
J11,618,4,692,1054,436,1
J14,632,3,770,1107,475,1
J9,524,8,865,1186,662,1
J7,502,3,911,1229,727,1
J18,496,8,978,1282,786,1
J20,412,2,1044,1319,907,1

TT,TWT,T_max,NT,,,
5653,30883,907,10,,,
