Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,470,7,0,235,0,0
J10,230,5,9,243,13,1
J14,310,3,12,265,0,0
J16,374,5,42,316,0,0
J17,496,2,57,396,0,0
J13,472,8,145,437,0,0
J1,332,7,172,482,150,1
J18,444,8,187,498,54,1
J7,488,3,242,537,49,1
J4,536,5,269,607,71,1
J2,472,4,317,680,208,1
J15,432,6,381,723,291,1
J12,540,8,390,764,224,1
J20,576,2,444,858,282,1
J19,500,6,501,895,395,1
J11,564,4,551,1002,438,1
J8,688,7,562,1077,389,1
J3,636,8,596,1139,503,1
J6,860,10,660,1256,396,1
J9,476,8,751,1290,814,1

TT,TWT,T_max,NT,,,
4277,28324,814,15,,,
