Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,380,8,0,190,0,0
J15,276,6,9,197,0,0
J14,432,3,47,296,0,0
J4,322,5,71,342,20,1
J16,438,5,128,396,0,0
J11,446,4,133,428,0,0
J8,426,7,158,470,44,1
J13,304,8,231,512,208,1
J19,412,6,307,542,130,1
J18,584,8,329,658,74,1
J5,632,7,358,695,63,1
J9,524,8,387,739,215,1
J2,322,4,452,752,430,1
J1,448,7,546,835,387,1
J20,542,2,623,912,370,1
J7,688,3,650,999,311,1
J17,506,2,705,1007,501,1
J6,452,10,796,1040,588,1
J10,356,5,875,1111,755,1
J12,720,8,961,1321,601,1

TT,TWT,T_max,NT,,,
4697,27172,755,15,,,
