Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J15,276,6,0,138,0,0
J19,412,6,38,244,0,0
J13,304,8,60,286,0,0
J3,380,8,136,370,0,0
J20,542,2,145,445,0,0
J18,584,8,172,518,0,0
J7,688,3,201,605,0,0
J4,322,5,256,651,329,1
J12,720,8,313,700,0,0
J9,524,8,352,733,209,1
J17,506,2,417,754,248,1
J6,452,10,508,789,337,1
J11,446,4,587,843,397,1
J8,426,7,612,885,459,1
J1,448,7,685,968,520,1
J16,438,5,762,1035,597,1
J14,432,3,767,1134,702,1
J10,356,5,791,1205,849,1
J5,632,7,877,1225,593,1
J2,322,4,906,1238,916,1

TT,TWT,T_max,NT,,,
6156,32775,916,12,,,
