Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J12,252,8,0,126,0,0
J2,466,4,13,261,0,0
J6,320,10,33,279,0,0
J1,322,7,73,294,0,0
J17,412,2,107,400,0,0
J3,484,8,120,445,0,0
J9,504,8,177,507,3,1
J11,504,4,186,518,14,1
J10,518,5,272,607,89,1
J14,534,3,334,648,114,1
J5,540,7,380,723,183,1
J20,590,2,442,748,158,1
J4,518,5,502,805,287,1
J15,566,6,549,869,303,1
J16,598,5,632,971,373,1
J18,578,8,684,1007,429,1
J19,752,6,754,1130,378,1
J7,638,3,794,1189,551,1
J13,600,8,868,1227,627,1
J8,766,7,946,1329,563,1

TT,TWT,T_max,NT,,,
4072,23892,627,14,,,
