Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,294,3,0,147,0,0
J11,476,4,5,285,0,0
J13,478,8,27,350,0,0
J17,474,2,59,435,0,0
J6,508,10,100,504,0,0
J5,410,7,118,524,114,1
J20,274,2,129,582,308,1
J2,168,4,167,595,427,1
J8,426,7,194,639,213,1
J7,578,3,258,684,106,1
J12,638,8,300,768,130,1
J9,702,8,353,797,95,1
J3,384,8,426,804,420,1
J1,514,7,481,895,381,1
J18,632,8,552,947,315,1
J10,644,5,637,983,339,1
J16,502,5,732,1057,555,1
J19,688,6,744,1097,409,1
J4,616,5,819,1192,576,1
J15,704,6,909,1266,562,1

TT,TWT,T_max,NT,,,
4950,28454,576,15,,,
