Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J17,412,2,0,206,0,0
J12,252,8,13,260,8,1
J6,320,10,26,278,0,0
J2,466,4,66,369,0,0
J9,504,8,86,414,0,0
J1,322,7,95,422,100,1
J3,484,8,129,478,0,0
J5,540,7,186,553,13,1
J20,590,2,248,576,0,0
J4,518,5,308,633,115,1
J15,566,6,355,697,131,1
J14,534,3,438,758,224,1
J11,504,4,484,769,265,1
J10,518,5,570,858,340,1
J16,598,5,632,963,365,1
J18,578,8,684,999,421,1
J19,752,6,754,1130,378,1
J7,638,3,794,1189,551,1
J13,600,8,868,1227,627,1
J8,766,7,946,1329,563,1

TT,TWT,T_max,NT,,,
4101,23719,627,14,,,
