Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J12,252,8,0,126,0,0
J2,466,4,13,261,0,0
J6,320,10,33,279,0,0
J1,322,7,73,294,0,0
J17,412,2,107,400,0,0
J3,484,8,120,445,0,0
J5,540,7,177,520,0,0
J20,590,2,239,539,0,0
J7,638,3,299,633,0,0
J8,766,7,373,759,0,0
J16,598,5,467,857,259,1
J18,578,8,519,893,315,1
J15,566,6,589,957,391,1
J14,534,3,672,998,464,1
J10,518,5,718,1087,569,1
J9,504,8,780,1132,628,1
J4,518,5,789,1187,669,1
J11,504,4,836,1217,713,1
J13,600,8,922,1353,753,1
J19,752,6,1000,1496,744,1

TT,TWT,T_max,NT,,,
5505,32107,753,10,,,
