Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J33,358,1.0,0,179.0,0,0
J50,778,1.0,3.0,392.0,0,0
J45,718,1.0,102.0,461.0,0,0
J30,664,1.0,126.0,531.0,0,0
J38,822,1.0,168.0,588.0,0,0
J25,644,1.0,238.0,612.0,0,0
J29,638,1.0,292.0,634.0,0,0
J23,1098,1.0,375.0,966.0,0,0
J20,902,1.0,382.0,1026.0,124.0,1
J35,1090,1.0,438.0,1055.0,0,0
J11,1288,1.0,473.0,1238.0,0,0
J3,1424,1.0,565.0,1393.0,0,0
J17,1258,1.0,608.0,1428.0,170.0,1
J4,1212,1.0,641.0,1511.0,299.0,1
J41,1158,1.0,713.0,1543.0,385.0,1
J48,1174,1.0,773.0,1682.0,508.0,1
J43,1090,1.0,787.0,1688.0,598.0,1
J16,1150,1.0,847.0,1871.0,721.0,1
J18,1140,1.0,904.0,1967.0,827.0,1
J8,1132,1.0,911.0,2033.0,901.0,1
J14,1128,1.0,1000.0,2095.0,967.0,1
J46,1116,1.0,1020.0,2162.0,1046.0,1
J2,1106,1.0,1072.0,2233.0,1127.0,1
J24,1098,1.0,1112.0,2258.0,1160.0,1
J39,1084,1.0,1186.0,2328.0,1244.0,1
J34,1078,1.0,1233.0,2337.0,1259.0,1
J12,1074,1.0,1242.0,2389.0,1315.0,1
J32,1028,1.0,1332.0,2509.0,1481.0,1
J27,1038,1.0,1396.0,2545.0,1507.0,1
J22,1034,1.0,1411.0,2559.0,1525.0,1
J21,1028,1.0,1452.0,2710.0,1682.0,1
J37,1016,1.0,1468.0,2776.0,1760.0,1
J19,954,1.0,1540.0,2786.0,1832.0,1
J36,982,1.0,1609.0,2820.0,1838.0,1
J42,970,1.0,1633.0,2850.0,1880.0,1
J28,928,1.0,1644.0,2894.0,1966.0,1
J31,934,1.0,1729.0,2943.0,2009.0,1
J9,904,1.0,1758.0,3005.0,2101.0,1
J10,916,1.0,1842.0,3069.0,2153.0,1
J6,906,1.0,1885.0,3146.0,2240.0,1
J26,896,1.0,1944.0,3239.0,2343.0,1
J40,882,1.0,2011.0,3354.0,2472.0,1
J1,878,1.0,2089.0,3402.0,2524.0,1
J47,866,1.0,2157.0,3462.0,2596.0,1
J44,870,1.0,2196.0,3572.0,2702.0,1
J5,862,1.0,2201.0,3606.0,2744.0,1
J49,854,1.0,2288.0,3618.0,2764.0,1
J15,850,1.0,2353.0,3649.0,2799.0,1
J7,824,1.0,2450.0,3687.0,2863.0,1
J13,822,1.0,2517.0,3733.0,2911.0,1

TT,TWT,T_max,NT
63343.0,63343.0,2911.0,39
