Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J49,768,1.0,0,384.0,0,0
J10,792,1.0,14.0,443.0,0,0
J15,734,1.0,35.0,531.0,0,0
J41,724,1.0,105.0,576.0,0,0
J14,722,1.0,142.0,612.0,0,0
J21,670,1.0,220.0,659.0,0,0
J37,818,1.0,250.0,701.0,0,0
J27,818,1.0,344.0,810.0,0,0
J13,998,1.0,349.0,873.0,0,0
J29,962,1.0,440.0,950.0,0,0
J7,1102,1.0,489.0,1089.0,0,0
J18,1250,1.0,547.0,1184.0,0,0
J31,1352,1.0,643.0,1319.0,0,0
J35,1554,1.0,722.0,1499.0,0,0
J25,1500,1.0,813.0,1618.0,118.0,1
J5,1230,1.0,886.0,1681.0,451.0,1
J26,1232,1.0,982.0,1766.0,534.0,1
J3,1232,1.0,1062.0,1865.0,633.0,1
J46,1186,1.0,1135.0,1944.0,758.0,1
J20,1226,1.0,1225.0,2037.0,811.0,1
J1,1222,1.0,1272.0,2120.0,898.0,1
J32,1218,1.0,1290.0,2189.0,971.0,1
J16,1212,1.0,1368.0,2261.0,1049.0,1
J11,1204,1.0,1421.0,2356.0,1152.0,1
J50,1124,1.0,1432.0,2360.0,1236.0,1
J48,1154,1.0,1516.0,2397.0,1243.0,1
J36,1152,1.0,1562.0,2506.0,1354.0,1
J22,1138,1.0,1654.0,2588.0,1450.0,1
J6,1104,1.0,1691.0,2680.0,1576.0,1
J43,1078,1.0,1701.0,2733.0,1655.0,1
J47,1092,1.0,1740.0,2809.0,1717.0,1
J33,1016,1.0,1798.0,2820.0,1804.0,1
J30,1030,1.0,1855.0,2873.0,1843.0,1
J24,1026,1.0,1866.0,2938.0,1912.0,1
J17,1022,1.0,1927.0,3025.0,2003.0,1
J34,1018,1.0,1978.0,3056.0,2038.0,1
J42,956,1.0,2025.0,3058.0,2102.0,1
J40,938,1.0,2072.0,3099.0,2161.0,1
J28,936,1.0,2084.0,3200.0,2264.0,1
J44,926,1.0,2166.0,3236.0,2310.0,1
J9,914,1.0,2170.0,3266.0,2352.0,1
J8,908,1.0,2212.0,3339.0,2431.0,1
J23,906,1.0,2282.0,3360.0,2454.0,1
J39,886,1.0,2345.0,3426.0,2540.0,1
J45,836,1.0,2397.0,3431.0,2595.0,1
J12,882,1.0,2447.0,3516.0,2634.0,1
J4,844,1.0,2535.0,3603.0,2759.0,1
J38,812,1.0,2626.0,3624.0,2812.0,1
J2,812,1.0,2659.0,3627.0,2815.0,1
J19,656,1.0,2736.0,3666.0,3010.0,1

TT,TWT,T_max,NT
62445.0,62445.0,3010.0,36
