Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J24,682,1.0,0,341.0,0,0
J4,800,1.0,2.0,417.0,0,0
J28,792,1.0,32.0,450.0,0,0
J39,718,1.0,46.0,467.0,0,0
J16,690,1.0,47.0,586.0,0,0
J12,684,1.0,105.0,600.0,0,0
J27,662,1.0,108.0,648.0,0,0
J8,654,1.0,116.0,670.0,16.0,1
J49,612,1.0,136.0,716.0,104.0,1
J15,706,1.0,174.0,729.0,23.0,1
J37,734,1.0,255.0,806.0,72.0,1
J14,852,1.0,348.0,847.0,0,0
J18,924,1.0,382.0,942.0,18.0,1
J22,730,1.0,453.0,953.0,223.0,1
J3,906,1.0,472.0,1053.0,147.0,1
J32,964,1.0,497.0,1128.0,164.0,1
J10,874,1.0,585.0,1200.0,326.0,1
J36,734,1.0,590.0,1252.0,518.0,1
J19,778,1.0,613.0,1281.0,503.0,1
J46,860,1.0,670.0,1332.0,472.0,1
J25,878,1.0,693.0,1378.0,500.0,1
J23,982,1.0,694.0,1402.0,420.0,1
J26,912,1.0,772.0,1461.0,549.0,1
J35,1008,1.0,850.0,1506.0,498.0,1
J1,1058,1.0,893.0,1603.0,545.0,1
J5,988,1.0,959.0,1633.0,645.0,1
J17,990,1.0,976.0,1670.0,680.0,1
J11,866,1.0,1024.0,1741.0,875.0,1
J31,886,1.0,1084.0,1790.0,904.0,1
J21,928,1.0,1134.0,1802.0,874.0,1
J2,988,1.0,1142.0,1899.0,911.0,1
J40,1160,1.0,1188.0,1976.0,816.0,1
J9,1024,1.0,1265.0,2058.0,1034.0,1
J7,1000,1.0,1338.0,2061.0,1061.0,1
J30,986,1.0,1355.0,2089.0,1103.0,1
J6,1034,1.0,1453.0,2125.0,1091.0,1
J41,1110,1.0,1493.0,2247.0,1137.0,1
J29,1240,1.0,1547.0,2321.0,1081.0,1
J45,886,1.0,1593.0,2399.0,1513.0,1
J43,1276,1.0,1650.0,2486.0,1210.0,1
J48,1050,1.0,1706.0,2490.0,1440.0,1
J50,1222,1.0,1794.0,2547.0,1325.0,1
J44,1270,1.0,1866.0,2607.0,1337.0,1
J34,1144,1.0,1920.0,2695.0,1551.0,1
J33,1110,1.0,1986.0,2771.0,1661.0,1
J20,1240,1.0,2014.0,2860.0,1620.0,1
J13,1422,1.0,2019.0,2948.0,1526.0,1
J47,1294,1.0,2110.0,3035.0,1741.0,1
J38,1304,1.0,2128.0,3101.0,1797.0,1
J42,1402,1.0,2180.0,3179.0,1777.0,1

TT,TWT,T_max,NT
35808.0,35808.0,1797.0,42
