Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J33,358,1.0,0,179.0,0,0
J44,870,1.0,3.0,471.0,0,0
J23,1098,1.0,8.0,612.0,0,0
J46,1116,1.0,15.0,679.0,0,0
J21,1028,1.0,67.0,757.0,0,0
J30,664,1.0,83.0,793.0,129.0,1
J16,1150,1.0,125.0,934.0,0,0
J12,1074,1.0,182.0,982.0,0,0
J2,1106,1.0,272.0,1053.0,0,0
J31,934,1.0,312.0,1102.0,168.0,1
J41,1158,1.0,341.0,1110.0,0,0
J22,1034,1.0,401.0,1186.0,152.0,1
J35,1090,1.0,442.0,1279.0,189.0,1
J18,1140,1.0,477.0,1429.0,289.0,1
J19,954,1.0,484.0,1439.0,485.0,1
J27,1038,1.0,553.0,1490.0,452.0,1
J29,638,1.0,568.0,1512.0,874.0,1
J45,718,1.0,651.0,1568.0,850.0,1
J10,916,1.0,675.0,1575.0,659.0,1
J40,882,1.0,718.0,1674.0,792.0,1
J47,866,1.0,796.0,1705.0,839.0,1
J20,902,1.0,835.0,1840.0,938.0,1
J48,1174,1.0,891.0,1907.0,733.0,1
J4,1212,1.0,905.0,1990.0,778.0,1
J34,1078,1.0,977.0,1999.0,921.0,1
J1,878,1.0,986.0,2029.0,1151.0,1
J5,862,1.0,1054.0,2063.0,1201.0,1
J6,906,1.0,1141.0,2094.0,1188.0,1
J50,778,1.0,1200.0,2154.0,1376.0,1
J38,822,1.0,1299.0,2196.0,1374.0,1
J25,644,1.0,1369.0,2220.0,1576.0,1
J42,970,1.0,1423.0,2249.0,1279.0,1
J13,822,1.0,1434.0,2254.0,1432.0,1
J36,982,1.0,1457.0,2288.0,1306.0,1
J15,850,1.0,1481.0,2295.0,1445.0,1
J7,824,1.0,1578.0,2333.0,1509.0,1
J43,1090,1.0,1645.0,2364.0,1274.0,1
J49,854,1.0,1705.0,2417.0,1563.0,1
J32,1028,1.0,1770.0,2564.0,1536.0,1
J37,1016,1.0,1834.0,2618.0,1602.0,1
J39,1084,1.0,1906.0,2688.0,1604.0,1
J8,1132,1.0,1953.0,2738.0,1606.0,1
J26,896,1.0,2042.0,2742.0,1846.0,1
J9,904,1.0,2109.0,2786.0,1882.0,1
J28,928,1.0,2193.0,2830.0,1902.0,1
J17,1258,1.0,2278.0,2907.0,1649.0,1
J14,1128,1.0,2311.0,2976.0,1848.0,1
J24,1098,1.0,2331.0,3013.0,1915.0,1
J11,1288,1.0,2405.0,3187.0,1899.0,1
J3,1424,1.0,2497.0,3342.0,1918.0,1

TT,TWT,T_max,NT
48129.0,48129.0,1918.0,41
