Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J44,926,1.0,0,463.0,0,0
J38,812,1.0,4.0,497.0,0,0
J19,656,1.0,37.0,536.0,0,0
J15,734,1.0,64.0,614.0,0,0
J21,670,1.0,134.0,637.0,0,0
J49,768,1.0,164.0,750.0,0,0
J41,724,1.0,178.0,795.0,71.0,1
J37,818,1.0,215.0,798.0,0,0
J27,818,1.0,309.0,893.0,75.0,1
J9,914,1.0,314.0,923.0,9.0,1
J2,812,1.0,356.0,926.0,114.0,1
J6,1104,1.0,433.0,1057.0,0,0
J17,1022,1.0,443.0,1144.0,122.0,1
J28,936,1.0,494.0,1218.0,282.0,1
J22,1138,1.0,576.0,1300.0,162.0,1
J42,956,1.0,613.0,1302.0,346.0,1
J12,882,1.0,660.0,1387.0,505.0,1
J39,886,1.0,748.0,1416.0,530.0,1
J45,836,1.0,800.0,1421.0,585.0,1
J47,1092,1.0,850.0,1497.0,405.0,1
J29,962,1.0,908.0,1530.0,568.0,1
J40,938,1.0,957.0,1564.0,626.0,1
J10,792,1.0,969.0,1623.0,831.0,1
J14,722,1.0,990.0,1650.0,928.0,1
J24,1026,1.0,1068.0,1751.0,725.0,1
J1,1222,1.0,1129.0,1858.0,636.0,1
J48,1154,1.0,1147.0,1899.0,745.0,1
J30,1030,1.0,1193.0,1956.0,926.0,1
J13,998,1.0,1204.0,2019.0,1021.0,1
J16,1212,1.0,1295.0,2091.0,879.0,1
J34,1018,1.0,1348.0,2122.0,1104.0,1
J23,906,1.0,1395.0,2143.0,1237.0,1
J43,1078,1.0,1458.0,2201.0,1123.0,1
J7,1102,1.0,1497.0,2279.0,1177.0,1
J46,1186,1.0,1555.0,2358.0,1172.0,1
J32,1218,1.0,1645.0,2427.0,1209.0,1
J33,1016,1.0,1723.0,2438.0,1422.0,1
J4,844,1.0,1780.0,2525.0,1681.0,1
J50,1124,1.0,1871.0,2529.0,1405.0,1
J36,1152,1.0,1955.0,2624.0,1472.0,1
J20,1226,1.0,2047.0,2732.0,1506.0,1
J8,908,1.0,2094.0,2785.0,1877.0,1
J18,1250,1.0,2164.0,2837.0,1587.0,1
J26,1232,1.0,2260.0,2910.0,1678.0,1
J3,1232,1.0,2340.0,3009.0,1777.0,1
J11,1204,1.0,2413.0,3104.0,1900.0,1
J5,1230,1.0,2424.0,3164.0,1934.0,1
J31,1352,1.0,2520.0,3226.0,1874.0,1
J25,1500,1.0,2599.0,3356.0,1856.0,1
J35,1554,1.0,2672.0,3449.0,1895.0,1

TT,TWT,T_max,NT
41977.0,41977.0,1934.0,42
