Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,184,3,0,92,0,0
J3,486,8,40,283,0,0
J18,482,8,67,339,0,0
J10,390,5,126,370,0,0
J19,476,6,171,450,0,0
J15,510,6,214,529,19,1
J16,514,5,251,580,66,1
J20,524,2,305,652,128,1
J4,530,5,355,690,160,1
J7,572,3,443,784,212,1
J2,548,4,497,814,266,1
J8,536,7,535,847,311,1
J17,492,2,598,924,432,1
J6,492,10,633,1022,530,1
J5,604,7,688,1075,471,1
J11,604,4,783,1129,525,1
J12,548,8,869,1203,655,1
J1,640,7,912,1289,649,1
J13,696,8,938,1367,671,1
J9,564,8,981,1444,880,1

TT,TWT,T_max,NT,,,
5975,39129,880,15,,,
