Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J4,302,5,0,151,0,0
J17,632,2,4,321,0,0
J1,650,7,6,415,0,0
J3,586,8,43,478,0,0
J20,610,2,44,569,0,0
J11,600,4,97,607,7,1
J12,526,8,175,704,178,1
J16,404,5,239,720,316,1
J2,494,4,288,818,324,1
J8,486,7,324,896,410,1
J10,408,5,391,904,496,1
J15,388,6,398,941,553,1
J7,436,3,487,995,559,1
J14,544,3,519,1005,461,1
J5,440,7,579,1024,584,1
J13,474,8,643,1085,611,1
J18,648,8,741,1181,533,1
J19,572,6,820,1190,618,1
J9,596,8,899,1219,623,1
J6,688,10,972,1337,649,1

TT,TWT,T_max,NT,,,
6922,44478,649,15,,,
