Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,252,8,0,126,0,0
J15,450,6,15,241,0,0
J17,382,2,27,306,0,0
J9,414,8,59,375,0,0
J13,394,8,86,383,0,0
J14,470,3,100,432,0,0
J1,546,7,129,501,0,0
J20,540,2,183,529,0,0
J4,676,5,277,671,0,0
J16,530,5,348,758,228,1
J8,442,7,425,799,357,1
J19,538,6,463,867,329,1
J6,554,10,531,902,348,1
J5,706,7,567,958,252,1
J18,686,8,644,1000,314,1
J2,578,4,731,1096,518,1
J10,610,5,814,1143,533,1
J7,556,3,901,1196,640,1
J12,468,8,954,1268,800,1
J11,514,4,1045,1354,840,1

TT,TWT,T_max,NT,,,
5159,29786,840,11,,,
