Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,470,7,0,235,0,0
J10,230,5,9,243,13,1
J13,472,8,12,362,0,0
J1,332,7,39,407,75,1
J16,374,5,54,441,67,1
J14,310,3,69,463,153,1
J2,472,4,99,536,64,1
J15,432,6,163,579,147,1
J17,496,2,172,659,163,1
J18,444,8,260,675,231,1
J7,488,3,315,714,226,1
J9,476,8,342,747,271,1
J20,576,2,384,858,282,1
J12,540,8,441,899,359,1
J19,500,6,495,936,436,1
J4,536,5,545,999,463,1
J11,564,4,593,1087,523,1
J3,636,8,604,1155,519,1
J8,688,7,668,1240,552,1
J6,860,10,702,1341,481,1

TT,TWT,T_max,NT,,,
5025,30827,552,18,,,
