Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,274,2,0,137,0,0
J2,168,4,38,150,0,0
J14,294,3,65,240,0,0
J8,426,7,70,284,0,0
J17,474,2,134,377,0,0
J5,410,7,175,408,0,0
J3,384,8,186,415,31,1
J1,514,7,241,555,41,1
J11,476,4,312,651,175,1
J7,578,3,334,696,118,1
J16,502,5,376,761,259,1
J18,632,8,388,822,190,1
J4,616,5,473,917,301,1
J13,478,8,563,977,499,1
J10,644,5,595,1009,365,1
J6,508,10,690,1102,594,1
J12,638,8,708,1186,548,1
J9,702,8,761,1215,513,1
J15,704,6,834,1320,616,1
J19,688,6,928,1376,688,1

TT,TWT,T_max,NT,,,
4938,33978,688,14,,,
