Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,380,8,0,190,0,0
J15,276,6,9,197,0,0
J18,584,8,47,339,0,0
J19,412,6,76,369,0,0
J2,322,4,98,382,60,1
J13,304,8,192,424,120,1
J16,438,5,268,517,79,1
J11,446,4,273,549,103,1
J9,524,8,298,582,58,1
J6,452,10,363,621,169,1
J4,322,5,442,667,345,1
J8,426,7,499,712,286,1
J1,448,7,572,796,348,1
J10,356,5,649,867,511,1
J14,432,3,735,966,534,1
J17,506,2,759,1012,506,1
J20,542,2,850,1163,621,1
J5,632,7,877,1197,565,1
J12,720,8,906,1320,600,1
J7,688,3,945,1434,746,1

TT,TWT,T_max,NT,,,
5651,27728,746,16,,,
