Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J11,476,4,0,238,0,0
J2,168,4,22,251,83,1
J14,294,3,49,300,6,1
J16,502,5,54,365,0,0
J18,632,8,66,417,0,0
J13,478,8,151,508,30,1
J12,638,8,183,592,0,0
J5,410,7,236,612,202,1
J3,384,8,247,619,235,1
J20,274,2,302,677,403,1
J8,426,7,340,721,295,1
J7,578,3,404,766,188,1
J6,508,10,446,835,327,1
J1,514,7,464,926,412,1
J17,474,2,535,1011,537,1
J19,688,6,576,1019,331,1
J4,616,5,651,1114,498,1
J15,704,6,741,1163,459,1
J10,644,5,835,1198,554,1
J9,702,8,930,1281,579,1

TT,TWT,T_max,NT
5139,29179,579,16

Metric,Value
Objective optimized,T_max
Runtime (s),1.068985939025879
Iterations,10
d,10
Seed,42
