Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,236,8,0,118,0,0
J5,210,7,16,140,0,0
J12,348,8,30,235,0,0
J10,380,5,33,296,0,0
J8,358,7,74,346,0,0
J20,412,2,151,362,0,0
J17,556,2,214,492,0,0
J14,632,3,248,564,0,0
J2,732,4,343,709,0,0
J1,396,7,429,764,368,1
J19,468,6,490,798,330,1
J18,496,8,532,853,357,1
J7,502,3,598,896,394,1
J4,582,5,665,995,413,1
J11,618,4,707,1016,398,1
J9,524,8,785,1158,634,1
J15,554,6,831,1249,695,1
J13,558,8,884,1348,790,1
J6,682,10,956,1399,717,1
J16,692,5,1048,1463,771,1

TT,TWT,T_max,NT
5867,38838,790,11

Metric,Value
Objective optimized,NT
Runtime (s),1.0019118785858154
Iterations,10
d,10
Seed,42
