Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,380,8,0,190,0,0
J4,322,5,9,236,0,0
J16,438,5,66,298,0,0
J17,506,2,71,324,0,0
J14,432,3,162,423,0,0
J20,542,2,186,517,0,0
J7,688,3,213,604,0,0
J12,720,8,268,705,0,0
J15,276,6,307,739,463,1
J19,412,6,345,832,420,1
J11,446,4,367,877,431,1
J6,452,10,392,910,458,1
J13,304,8,471,952,648,1
J5,632,7,547,990,358,1
J9,524,8,576,1034,510,1
J2,322,4,641,1047,725,1
J8,426,7,735,1089,663,1
J10,356,5,808,1160,804,1
J1,448,7,894,1243,795,1
J18,584,8,971,1316,732,1

TT,TWT,T_max,NT
7007,46354,804,12

Metric,Value
Objective optimized,NT
Runtime (s),1.1433148384094238
Iterations,10
d,10
Seed,42
