Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J6,320,10,0,160,0,0
J12,252,8,40,214,0,0
J1,322,7,53,224,0,0
J17,412,2,87,345,0,0
J2,466,4,100,436,0,0
J9,504,8,120,481,0,0
J11,504,4,129,492,0,0
J15,566,6,215,556,0,0
J7,638,3,298,632,0,0
J8,766,7,372,759,0,0
J3,484,8,466,804,320,1
J5,540,7,523,879,339,1
J20,590,2,585,898,308,1
J4,518,5,645,953,435,1
J16,598,5,692,1085,487,1
J19,752,6,744,1150,398,1
J13,600,8,784,1188,588,1
J14,534,3,862,1281,747,1
J10,518,5,908,1370,852,1
J18,578,8,970,1406,828,1

TT,TWT,T_max,NT
5302,30376,852,10

Metric,Value
Objective optimized,NT
Runtime (s),1.1995368003845215
Iterations,10
d,10
Seed,42
