Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J11,340,4,0,170,0,0
J5,336,7,2,220,0,0
J16,410,5,20,313,0,0
J19,406,6,34,352,0,0
J18,494,8,70,399,0,0
J9,286,8,92,409,123,1
J12,398,8,148,470,72,1
J15,350,6,187,481,131,1
J13,524,8,220,571,47,1
J6,632,10,311,664,32,1
J10,536,5,352,704,168,1
J20,474,2,372,731,257,1
J17,480,2,437,782,302,1
J7,354,3,525,839,485,1
J1,518,7,562,878,360,1
J14,580,3,589,912,332,1
J8,664,7,670,1031,367,1
J4,486,5,728,1041,555,1
J2,628,4,822,1137,509,1
J3,658,8,914,1243,585,1

TT,TWT,T_max,NT
4325,22031,585,15

Metric,Value
Objective optimized,T_max
Runtime (s),1.2067971229553223
Iterations,10
d,10
Seed,42
