Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J9,504,8,0,252,0,0
J1,322,7,9,260,0,0
J12,252,8,43,314,62,1
J2,466,4,56,405,0,0
J6,320,10,76,423,103,1
J4,518,5,116,478,0,0
J3,484,8,163,523,39,1
J17,412,2,220,606,194,1
J16,598,5,233,704,106,1
J14,534,3,285,745,211,1
J19,752,6,331,806,54,1
J5,540,7,371,881,341,1
J20,590,2,433,900,310,1
J15,566,6,493,964,398,1
J11,504,4,576,975,471,1
J10,518,5,662,1064,546,1
J18,578,8,724,1100,522,1
J13,600,8,794,1138,538,1
J7,638,3,872,1197,559,1
J8,766,7,946,1329,563,1

TT,TWT,T_max,NT
5017,27820,563,16

Metric,Value
Objective optimized,T_max
Runtime (s),1.1412239074707031
Iterations,10
d,10
Seed,42
