Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,336,7,0,168,0,0
J16,410,5,18,261,0,0
J19,406,6,32,300,0,0
J11,340,4,68,362,22,1
J9,286,8,70,372,86,1
J18,494,8,126,397,0,0
J12,398,8,148,457,59,1
J15,350,6,187,468,118,1
J13,524,8,220,558,34,1
J6,632,10,311,656,24,1
J3,658,8,352,718,60,1
J1,518,7,427,758,240,1
J2,628,4,454,842,214,1
J8,664,7,546,923,259,1
J10,536,5,604,963,427,1
J20,474,2,624,990,516,1
J4,486,5,689,1012,526,1
J14,580,3,783,1073,493,1
J17,480,2,864,1126,646,1
J7,354,3,952,1186,832,1

TT,TWT,T_max,NT
4556,18361,832,16

Metric,Value
Objective optimized,TWT
Runtime (s),1.5252249240875244
Iterations,10
d,10
Seed,42
