Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,184,3,0,92,0,0
J15,510,6,40,295,0,0
J3,486,8,77,356,0,0
J2,548,4,104,386,0,0
J18,482,8,142,443,0,0
J7,572,3,201,537,0,0
J11,604,4,255,591,0,0
J13,696,8,341,689,0,0
J6,492,10,384,787,295,1
J12,548,8,439,858,310,1
J16,514,5,482,909,395,1
J5,604,7,536,962,358,1
J10,390,5,631,993,603,1
J8,536,7,676,1026,490,1
J19,476,6,739,1106,630,1
J4,530,5,782,1141,611,1
J9,564,8,870,1218,654,1
J1,640,7,893,1292,652,1
J17,492,2,919,1368,876,1
J20,524,2,954,1440,916,1

TT,TWT,T_max,NT
6790,36571,916,12

Metric,Value
Objective optimized,NT
Runtime (s),0.9975879192352295
Iterations,10
d,10
Seed,42
