Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J11,340,4,0,170,0,0
J7,354,3,2,227,0,0
J5,336,7,39,271,0,0
J9,286,8,57,281,0,0
J16,410,5,113,375,0,0
J12,398,8,127,424,26,1
J10,536,5,166,497,0,0
J15,350,6,186,508,158,1
J20,474,2,219,535,61,1
J13,524,8,284,625,101,1
J1,518,7,375,663,145,1
J19,406,6,402,719,313,1
J14,580,3,438,753,173,1
J17,480,2,519,804,324,1
J6,632,10,607,926,294,1
J18,494,8,648,947,453,1
J2,628,4,670,1031,403,1
J8,664,7,762,1112,448,1
J3,658,8,820,1174,516,1
J4,486,5,895,1184,698,1

TT,TWT,T_max,NT
4113,25076,698,14

Metric,Value
Objective optimized,TT
Runtime (s),1.0051929950714111
Iterations,10
d,10
Seed,42
