Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,294,3,0,147,0,0
J2,168,4,5,160,0,0
J20,274,2,32,218,0,0
J11,476,4,70,312,0,0
J13,478,8,92,374,0,0
J6,508,10,124,443,0,0
J9,702,8,142,493,0,0
J10,644,5,215,604,0,0
J19,688,6,310,677,0,0
J3,384,8,385,684,300,1
J16,502,5,440,796,294,1
J8,426,7,452,840,414,1
J17,474,2,516,925,451,1
J7,578,3,557,970,392,1
J12,638,8,599,1054,416,1
J18,632,8,652,1106,474,1
J5,410,7,737,1127,717,1
J4,616,5,748,1222,606,1
J15,704,6,838,1273,569,1
J1,514,7,932,1364,850,1

TT,TWT,T_max,NT
5483,33379,850,11

Metric,Value
Objective optimized,NT
Runtime (s),0.9648828506469727
Iterations,10
d,10
Seed,42
