Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,382,8,0,191,0,0
J16,518,5,9,293,0,0
J14,480,3,38,329,0,0
J18,310,8,64,347,37,1
J4,446,5,112,393,0,0
J9,438,8,174,498,60,1
J8,546,7,216,525,0,0
J17,568,2,288,606,38,1
J19,614,6,324,687,73,1
J15,646,6,381,756,110,1
J11,636,4,453,846,210,1
J6,484,10,492,877,393,1
J2,650,4,585,934,284,1
J12,614,8,604,997,383,1
J20,528,2,683,1069,541,1
J7,666,3,778,1127,461,1
J3,586,8,812,1171,585,1
J10,662,5,911,1270,608,1
J1,730,7,976,1348,618,1
J5,768,7,1029,1419,651,1

TT,TWT,T_max,NT
5052,29988,651,15

Metric,Value
Objective optimized,TT
Runtime (s),1.2811861038208008
Iterations,10
d,10
Seed,42
