Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J15,510,6,0,255,0,0
J14,184,3,37,264,80,1
J3,486,8,77,325,0,0
J18,482,8,104,381,0,0
J10,390,5,163,412,22,1
J6,492,10,208,510,18,1
J12,548,8,263,581,33,1
J9,564,8,306,658,94,1
J1,640,7,329,736,96,1
J8,536,7,355,769,233,1
J4,530,5,418,809,279,1
J19,476,6,506,889,413,1
J5,604,7,549,942,338,1
J2,548,4,644,972,424,1
J13,696,8,682,1052,356,1
J16,514,5,725,1103,589,1
J11,604,4,779,1157,553,1
J7,572,3,865,1251,679,1
J20,524,2,919,1323,799,1
J17,492,2,969,1399,907,1

TT,TWT,T_max,NT
5913,25238,907,17

Metric,Value
Objective optimized,TWT
Runtime (s),1.2129998207092285
Iterations,10
d,10
Seed,42
