Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,274,2,0,137,0,0
J2,168,4,38,150,0,0
J14,294,3,65,240,0,0
J8,426,7,70,284,0,0
J17,474,2,134,377,0,0
J13,478,8,175,451,0,0
J5,410,7,207,471,61,1
J3,384,8,218,478,94,1
J1,514,7,273,595,81,1
J11,476,4,344,691,215,1
J7,578,3,366,736,158,1
J16,502,5,408,801,299,1
J6,508,10,420,870,362,1
J18,632,8,438,922,290,1
J4,616,5,523,1017,401,1
J19,688,6,613,1025,337,1
J12,638,8,688,1118,480,1
J9,702,8,741,1147,445,1
J15,704,6,814,1261,557,1
J10,644,5,908,1341,697,1

TT,TWT,T_max,NT,,,
4477,28769,697,14,,,
