Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,236,8,0,118,0,0
J5,210,7,16,140,0,0
J8,358,7,30,209,0,0
J12,348,8,107,317,0,0
J10,380,5,110,378,0,0
J1,396,7,151,433,37,1
J19,468,6,212,466,0,0
J9,524,8,254,536,12,1
J18,496,8,300,589,93,1
J7,502,3,366,632,130,1
J15,554,6,433,723,169,1
J13,558,8,486,822,264,1
J20,412,2,558,838,426,1
J4,582,5,621,932,350,1
J6,682,10,663,1004,322,1
J17,556,2,755,1066,510,1
J16,692,5,789,1145,453,1
J11,618,4,848,1174,556,1
J2,732,4,926,1308,576,1
J14,632,3,1012,1376,744,1

TT,TWT,T_max,NT,,,
4642,20482,744,14,,,
