Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J15,388,6,0,194,0,0
J4,302,5,89,277,0,0
J7,436,3,93,331,0,0
J10,408,5,125,378,0,0
J12,526,8,132,497,0,0
J3,586,8,196,560,0,0
J6,688,10,197,639,0,0
J9,596,8,271,668,72,1
J1,650,7,344,766,116,1
J18,648,8,381,862,214,1
J17,632,2,460,940,308,1
J20,610,2,462,1031,421,1
J11,600,4,515,1069,469,1
J19,572,6,593,1078,506,1
J14,544,3,672,1131,587,1
J2,494,4,732,1244,750,1
J13,474,8,768,1305,831,1
J8,486,7,866,1383,897,1
J5,440,7,933,1402,962,1
J16,404,5,997,1418,1014,1

TT,TWT,T_max,NT,,,
7147,38962,1014,13,,,
