Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J6,320,10,0,160,0,0
J12,252,8,40,214,0,0
J17,412,2,53,297,0,0
J1,322,7,66,305,0,0
J2,466,4,100,418,0,0
J3,484,8,120,463,0,0
J9,504,8,177,517,13,1
J11,504,4,186,528,24,1
J10,518,5,272,617,99,1
J14,534,3,334,658,124,1
J4,518,5,380,713,195,1
J7,638,3,427,772,134,1
J15,566,6,501,836,270,1
J16,598,5,584,934,336,1
J13,600,8,636,972,372,1
J5,540,7,714,1047,507,1
J20,590,2,776,1071,481,1
J18,578,8,836,1173,595,1
J19,752,6,906,1283,531,1
J8,766,7,946,1369,603,1

TT,TWT,T_max,NT,,,
4284,25398,603,14,,,
