Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,274,2,0,137,0,0
J2,168,4,38,150,0,0
J14,294,3,65,240,0,0
J16,502,5,70,343,0,0
J3,384,8,82,350,0,0
J8,426,7,137,396,0,0
J1,514,7,201,490,0,0
J7,578,3,272,568,0,0
J15,704,6,314,666,0,0
J13,478,8,408,776,298,1
J17,474,2,440,861,387,1
J9,702,8,481,890,188,1
J4,616,5,554,985,369,1
J5,410,7,644,1005,595,1
J19,688,6,655,1050,362,1
J6,508,10,730,1170,662,1
J10,644,5,748,1244,600,1
J12,638,8,843,1356,718,1
J11,476,4,896,1459,983,1
J18,632,8,918,1511,879,1

TT,TWT,T_max,NT,,,
6041,39172,983,11,,,
