Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,184,3,0,92,0,0
J19,476,6,40,278,0,0
J10,390,5,83,326,0,0
J6,492,10,128,424,0,0
J3,486,8,183,485,0,0
J12,548,8,210,556,8,1
J8,536,7,253,589,53,1
J18,482,8,316,645,163,1
J15,510,6,375,724,214,1
J4,530,5,412,759,229,1
J2,548,4,500,807,259,1
J16,514,5,538,858,344,1
J9,564,8,592,969,405,1
J1,640,7,615,1049,409,1
J13,696,8,641,1127,431,1
J5,604,7,684,1180,576,1
J11,604,4,779,1235,631,1
J7,572,3,865,1329,757,1
J20,524,2,919,1401,877,1
J17,492,2,969,1477,985,1

TT,TWT,T_max,NT,,,
6341,29026,985,15,,,
