Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,380,8,0,190,0,0
J4,322,5,9,236,0,0
J13,304,8,66,278,0,0
J15,276,6,142,285,9,1
J14,432,3,180,396,0,0
J10,356,5,204,467,111,1
J16,438,5,290,521,83,1
J19,412,6,295,561,149,1
J8,426,7,317,603,177,1
J20,542,2,390,712,170,1
J11,446,4,417,744,298,1
J6,452,10,442,777,325,1
J9,524,8,521,810,286,1
J2,322,4,586,823,501,1
J1,448,7,680,906,458,1
J18,584,8,757,1059,475,1
J7,688,3,786,1148,460,1
J17,506,2,841,1156,650,1
J5,632,7,932,1248,616,1
J12,720,8,961,1375,655,1

TT,TWT,T_max,NT,,,
5423,31469,655,16,,,
