Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J1,322,7,0,161,0,0
J2,466,4,34,290,0,0
J3,484,8,54,335,0,0
J4,518,5,111,403,0,0
J5,540,7,158,501,0,0
J6,320,10,220,532,212,1
J7,638,3,260,632,0,0
J8,766,7,334,718,0,0
J9,504,8,428,806,302,1
J10,518,5,437,895,377,1
J11,504,4,499,906,402,1
J12,252,8,585,960,708,1
J13,600,8,598,998,398,1
J14,534,3,676,1058,524,1
J15,566,6,722,1122,556,1
J16,598,5,805,1220,622,1
J17,412,2,857,1303,891,1
J18,578,8,870,1339,761,1
J19,752,6,940,1400,648,1
J20,590,2,980,1428,838,1

TT,TWT,T_max,NT,,,
7239,38329,891,13,,,
