Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J6,1060,10,0,530,0,0
J26,940,1,26,644,0,0
J9,1004,8,41,742,0,0
J46,1106,5,71,745,0,0
J38,930,7,105,795,0,0
J39,768,2,118,826,58,1
J15,878,6,192,900,22,1
J41,830,9,213,961,131,1
J34,870,3,304,1012,142,1
J45,1052,10,354,1077,25,1
J44,976,9,415,1111,135,1
J40,828,4,443,1145,317,1
J25,986,9,459,1198,212,1
J11,868,4,536,1264,396,1
J13,656,8,590,1308,652,1
J48,966,4,613,1362,396,1
J1,968,7,635,1459,491,1
J19,1064,6,691,1491,427,1
J27,964,10,771,1566,602,1
J29,946,7,819,1626,680,1
J14,880,3,852,1681,801,1
J17,826,2,895,1758,932,1
J35,950,7,914,1852,902,1
J8,1018,7,955,1896,878,1
J42,1180,2,1003,1959,779,1
J28,488,3,1043,1965,1477,1
J24,1064,6,1054,1993,929,1
J4,1026,5,1142,2033,1007,1
J33,1122,5,1208,2114,992,1
J31,784,9,1256,2175,1391,1
J12,1096,8,1325,2244,1148,1
J2,1178,4,1387,2324,1146,1
J5,934,7,1465,2369,1435,1
J36,914,5,1495,2426,1512,1
J21,560,5,1583,2435,1875,1
J32,822,3,1615,2470,1648,1
J7,918,3,1689,2506,1588,1
J20,892,2,1705,2551,1659,1
J22,1018,1,1761,2574,1556,1
J47,1072,2,1847,2678,1606,1
J23,1094,10,1854,2701,1607,1
J43,928,10,1939,2773,1845,1
J30,1044,4,1998,2785,1741,1
J37,1148,9,2070,2851,1703,1
J49,1120,7,2120,2864,1744,1
J16,1248,5,2183,2948,1700,1
J3,1050,8,2281,2964,1914,1
J18,1342,8,2373,3110,1768,1
J50,1324,8,2390,3204,1880,1
J10,1370,5,2459,3286,1916,1

TT,TWT,T_max,NT,,,
47765,272598,1916,45,,,
