Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J9,1084,8,0,542,0,0
J37,1108,9,2,673,0,0
J1,1068,7,30,750,0,0
J17,750,2,59,760,10,1
J42,1032,2,101,869,0,0
J2,930,4,106,903,0,0
J20,928,2,134,965,37,1
J46,904,5,179,1049,145,1
J26,632,1,244,1083,451,1
J3,1022,8,251,1156,134,1
J49,954,7,314,1211,257,1
J28,1082,3,346,1298,216,1
J48,788,4,356,1383,595,1
J15,1014,6,417,1397,383,1
J40,768,4,469,1450,682,1
J39,1298,2,505,1471,173,1
J32,1056,3,581,1563,507,1
J13,856,8,603,1595,739,1
J22,948,1,629,1631,683,1
J18,786,8,700,1674,888,1
J21,820,5,772,1759,939,1
J36,810,5,826,1796,986,1
J33,750,5,917,1863,1113,1
J27,696,10,980,1920,1224,1
J25,1140,9,1037,1929,789,1
J47,1326,2,1115,1953,627,1
J23,842,10,1187,1964,1122,1
J6,678,10,1231,1967,1289,1
J41,624,9,1286,2004,1380,1
J16,1088,5,1315,2084,996,1
J45,1056,10,1325,2118,1062,1
J50,1344,8,1398,2220,876,1
J31,902,9,1459,2272,1370,1
J12,1036,8,1550,2300,1264,1
J38,944,7,1591,2360,1416,1
J34,838,3,1677,2392,1554,1
J10,1082,5,1775,2528,1446,1
J11,1062,4,1820,2568,1506,1
J8,1118,7,1865,2657,1539,1
J29,1114,7,1947,2715,1601,1
J4,1166,5,2010,2718,1552,1
J44,1034,9,2083,2813,1779,1
J7,1078,3,2164,2864,1786,1
J24,1174,6,2243,2891,1717,1
J35,1108,7,2292,2963,1855,1
J30,1056,4,2384,3010,1954,1
J43,1172,10,2457,3133,1961,1
J14,1376,3,2534,3222,1846,1
J19,1440,6,2621,3365,1925,1
J5,1486,7,2680,3447,1961,1

TT,TWT,T_max,NT,,,
48335,305591,1961,45,,,
