Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J33,716,5,0,358,0,0
J50,664,8,16,387,0,0
J10,836,5,74,576,0,0
J25,632,9,121,586,0,0
J31,806,9,123,672,0,0
J6,624,10,168,707,83,1
J1,770,7,185,774,4,1
J35,1056,7,201,872,0,0
J45,920,10,242,912,0,0
J12,874,8,289,927,53,1
J48,818,4,328,993,175,1
J43,934,10,341,1031,97,1
J9,990,8,423,1059,69,1
J23,848,10,517,1076,228,1
J29,978,7,539,1134,156,1
J44,920,9,616,1199,279,1
J27,1078,10,659,1305,227,1
J37,1258,9,730,1393,135,1
J18,1166,8,787,1466,300,1
J3,1080,8,883,1555,475,1
J41,1258,9,946,1622,364,1
J13,1138,8,998,1682,544,1
J8,1036,7,1000,1798,762,1
J30,836,4,1016,1843,1007,1
J36,866,5,1073,1865,999,1
J2,960,4,1125,2002,1042,1
J15,1068,6,1215,2039,971,1
J21,966,5,1290,2087,1121,1
J49,1156,7,1353,2184,1028,1
J19,1226,6,1386,2244,1018,1
J24,1322,6,1480,2327,1005,1
J5,1314,7,1556,2420,1106,1
J34,770,3,1613,2472,1702,1
J38,1354,7,1709,2534,1180,1
J4,1240,5,1748,2581,1341,1
J46,1026,5,1821,2640,1614,1
J16,1154,5,1855,2726,1572,1
J39,900,2,1862,2774,1874,1
J14,1186,3,1936,2871,1685,1
J7,1042,3,1941,2909,1867,1
J32,1020,3,1970,2917,1897,1
J40,1122,4,2028,3026,1904,1
J28,1200,3,2063,3076,1876,1
J11,1064,4,2157,3171,2107,1
J20,1030,2,2181,3210,2180,1
J42,792,2,2225,3232,2440,1
J47,1324,2,2267,3342,2018,1
J17,1282,2,2363,3439,2157,1
J26,1062,1,2437,3441,2379,1
J22,1100,1,2448,3452,2352,1

TT,TWT,T_max,NT
47393,183821,2440,43

Metric,Value
Objective optimized,TWT
Runtime (s),8.940991163253784
Iterations,5
k,4
Seed,42
