Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,294,1.0,0,147.0,0,0
J13,478,1.0,5.0,268.0,0,0
J2,168,1.0,37.0,281.0,113.0,1
J6,508,1.0,64.0,350.0,0,0
J15,704,1.0,82.0,434.0,0,0
J20,274,1.0,176.0,492.0,218.0,1
J12,638,1.0,214.0,576.0,0,0
J8,426,1.0,267.0,620.0,194.0,1
J17,474,1.0,331.0,705.0,231.0,1
J5,410,1.0,372.0,725.0,315.0,1
J3,384,1.0,383.0,732.0,348.0,1
J11,476,1.0,438.0,826.0,350.0,1
J16,502,1.0,460.0,891.0,389.0,1
J19,688,1.0,472.0,899.0,211.0,1
J1,514,1.0,547.0,990.0,476.0,1
J7,578,1.0,618.0,1035.0,457.0,1
J4,616,1.0,660.0,1130.0,514.0,1
J18,632,1.0,750.0,1182.0,550.0,1
J10,644,1.0,835.0,1214.0,570.0,1
J9,702,1.0,930.0,1281.0,579.0,1

TT,TWT,T_max,NT
5515.0,5515.0,579.0,15
