Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,236,1.0,0,118.0,0,0
J12,348,1.0,16.0,205.0,0,0
J5,210,1.0,19.0,227.0,17.0,1
J10,380,1.0,33.0,288.0,0,0
J4,582,1.0,74.0,372.0,0,0
J1,396,1.0,116.0,427.0,31.0,1
J19,468,1.0,177.0,460.0,0,0
J9,524,1.0,219.0,522.0,0,0
J20,412,1.0,265.0,538.0,126.0,1
J18,496,1.0,328.0,599.0,103.0,1
J7,502,1.0,394.0,645.0,143.0,1
J15,554,1.0,461.0,738.0,184.0,1
J13,558,1.0,514.0,837.0,279.0,1
J17,556,1.0,586.0,899.0,343.0,1
J16,692,1.0,620.0,966.0,274.0,1
J11,618,1.0,679.0,1005.0,387.0,1
J8,358,1.0,757.0,1055.0,697.0,1
J14,632,1.0,834.0,1150.0,518.0,1
J6,682,1.0,929.0,1277.0,595.0,1
J2,732,1.0,1021.0,1387.0,655.0,1

TT,TWT,T_max,NT
4352.0,4352.0,697.0,14
