Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J19,476,1.0,0,238.0,0,0
J14,184,1.0,43.0,247.0,63.0,1
J6,492,1.0,83.0,345.0,0,0
J10,390,1.0,138.0,376.0,0,0
J3,486,1.0,183.0,444.0,0,0
J16,514,1.0,210.0,495.0,0,0
J20,524,1.0,264.0,586.0,62.0,1
J12,548,1.0,314.0,660.0,112.0,1
J8,536,1.0,357.0,693.0,157.0,1
J18,482,1.0,420.0,749.0,267.0,1
J15,510,1.0,479.0,828.0,318.0,1
J4,530,1.0,516.0,863.0,333.0,1
J2,548,1.0,604.0,893.0,345.0,1
J17,492,1.0,642.0,969.0,477.0,1
J9,564,1.0,677.0,1054.0,490.0,1
J11,604,1.0,700.0,1108.0,504.0,1
J13,696,1.0,786.0,1186.0,490.0,1
J5,604,1.0,829.0,1239.0,635.0,1
J7,572,1.0,924.0,1333.0,761.0,1
J1,640,1.0,978.0,1402.0,762.0,1

TT,TWT,T_max,NT
5776.0,5776.0,762.0,15
