Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,380,1.0,0,190.0,0,0
J13,304,1.0,9.0,232.0,0,0
J15,276,1.0,85.0,239.0,0,0
J4,322,1.0,123.0,292.0,0,0
J20,542,1.0,180.0,451.0,0,0
J18,584,1.0,207.0,532.0,0,0
J7,688,1.0,236.0,621.0,0,0
J12,720,1.0,291.0,697.0,0,0
J14,432,1.0,330.0,796.0,364.0,1
J10,356,1.0,354.0,867.0,511.0,1
J2,322,1.0,440.0,880.0,558.0,1
J5,632,1.0,534.0,900.0,268.0,1
J19,412,1.0,563.0,964.0,552.0,1
J9,524,1.0,585.0,998.0,474.0,1
J17,506,1.0,650.0,1039.0,533.0,1
J6,452,1.0,741.0,1074.0,622.0,1
J11,446,1.0,820.0,1133.0,687.0,1
J1,448,1.0,845.0,1216.0,768.0,1
J8,426,1.0,922.0,1258.0,832.0,1
J16,438,1.0,995.0,1312.0,874.0,1

TT,TWT,T_max,NT
7043.0,7043.0,874.0,12
