Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,470,7,0,235,0,0
J20,576,2,9,337,0,0
J14,310,3,66,359,49,1
J2,472,4,96,432,0,0
J10,230,5,160,440,210,1
J16,374,5,163,474,100,1
J1,332,7,178,519,187,1
J18,444,8,193,535,91,1
J15,432,6,248,598,166,1
J17,496,2,257,678,182,1
J13,472,8,345,719,247,1
J7,488,3,372,758,270,1
J9,476,8,399,797,321,1
J12,540,8,441,838,298,1
J19,500,6,495,916,416,1
J4,536,5,545,991,455,1
J11,564,4,593,1087,523,1
J3,636,8,604,1155,519,1
J8,688,7,668,1240,552,1
J6,860,10,702,1341,481,1

TT,TWT,T_max,NT,,,
5067,32521,552,17,,,
